Date Time,Pressure (psi),Temperature (C),Depth (ft),Water table elevation (ft),Water table elevation (m)
2021-12-16 14:00:00,9.9702,,23.031162,10358.615238064078,3157.305924561931
2021-12-16 15:00:00,9.9655,,23.020305,10358.624198273455,3157.308655633749
2021-12-16 16:00:00,9.9626,,23.013606,10358.647624286314,3157.315795882469
2021-12-16 17:00:00,9.9612,,23.010372,10358.648128035911,3157.315949425346
2021-12-16 18:00:00,9.9626,,23.013606,10358.635759830551,3157.312179596352
2021-12-16 19:00:00,9.9626,,23.013606,10358.652419132155,3157.3172573514807
2021-12-16 20:00:00,9.9657,,23.020767000000003,10358.641056416076,3157.31379399562
2021-12-16 21:00:00,9.9657,,23.020767000000003,10358.646712104013,3157.315517849303
2021-12-16 22:00:00,9.9686,,23.027466,10358.635516293292,3157.312105366196
2021-12-16 23:00:00,9.9671,,23.024001,10358.623848761656,3157.3085491025536
2021-12-17 00:00:00,9.9671,,23.024001,10358.63527164557,3157.3120307975696
2021-12-17 01:00:00,9.9642,5.450000000000001,23.017301999999997,10358.629366582834,3157.310230934448
2021-12-17 02:00:00,9.9671,5.450000000000001,23.024001,10358.6377426638,3157.312783963926
2021-12-17 03:00:00,9.9671,5.450000000000001,23.024001,10358.622069093291,3157.3080066596362
2021-12-17 04:00:00,9.9671,5.450000000000001,23.024001,10358.623420570771,3157.308418589972
2021-12-17 05:00:00,9.9716,5.450000000000001,23.034395999999997,10358.628173263804,3157.309867210808
2021-12-17 06:00:00,9.9716,5.450000000000001,23.034395999999997,10358.628097438335,3157.309844099205
2021-12-17 07:00:00,9.979,5.450000000000001,23.05149,10358.634914857106,3157.311922048446
2021-12-17 08:00:00,9.9864,5.450000000000001,23.068584,10358.640840211534,3157.3137280964756
2021-12-17 09:00:00,9.9924,5.450000000000001,23.082444,10358.62995880698,3157.310411444368
2021-12-17 10:00:00,10.0012,5.450000000000001,23.102772,10358.641366163552,3157.313888406651
2021-12-17 11:00:00,9.9998,5.450000000000001,23.099538000000006,10358.615058919324,3157.3058699586104
2021-12-17 12:00:00,9.9967,5.450000000000001,23.092377000000006,10358.599102164906,3157.3010063398633
2021-12-17 13:00:00,9.9938,5.450000000000001,23.085678,10358.599040123616,3157.3009874296777
2021-12-17 14:00:00,9.9967,5.450000000000001,23.092377000000006,10358.615003211817,3157.305852978962
2021-12-17 15:00:00,10.0012,5.450000000000001,23.102772,10358.62043833407,3157.307509604225
2021-12-17 16:00:00,10.0086,5.450000000000001,23.119866000000002,10358.626600085548,3157.309387706074
2021-12-17 17:00:00,10.0205,5.450000000000001,23.147354999999997,10358.622447563306,3157.3081220172962
2021-12-17 18:00:00,10.0279,5.450000000000001,23.164448999999998,10358.625415724437,3157.3090267128086
2021-12-17 19:00:00,10.0368,5.450000000000001,23.185008,10358.62511379978,3157.3089346861725
2021-12-17 20:00:00,10.0427,5.450000000000001,23.198636999999998,10358.627208407823,3157.3095731227045
2021-12-17 21:00:00,10.0486,5.450000000000001,23.212266000000003,10358.614922938665,3157.305828511705
2021-12-17 22:00:00,10.0501,5.450000000000001,23.215730999999998,10358.625033818018,3157.308910307732
2021-12-17 23:00:00,10.0589,5.450000000000001,23.236059,10358.636637428745,3157.3124470882813
2021-12-18 00:00:00,10.0604,5.450000000000001,23.239524,10358.604571505966,3157.3026733950187
2021-12-18 01:00:00,10.0649,5.450000000000001,23.249919000000002,10358.623097672453,3157.3083201705626
2021-12-18 02:00:00,10.0679,5.450000000000001,23.256849,10358.618167677014,3157.3068175079543
2021-12-18 03:00:00,10.0679,5.450000000000001,23.256849,10358.623288126342,3157.3083782209087
2021-12-18 04:00:00,10.0694,5.450000000000001,23.260314,10358.622792360658,3157.308227111529
2021-12-18 05:00:00,10.0723,5.450000000000001,23.267013,10358.61713626951,3157.306503134946
2021-12-18 06:00:00,10.0768,5.450000000000001,23.277407999999998,10358.629730208117,3157.310341767433
2021-12-18 07:00:00,10.0827,5.450000000000001,23.291037000000006,10358.627770383722,3157.3097444129585
2021-12-18 08:00:00,10.0871,5.450000000000001,23.301201000000002,10358.627109182922,3157.309542878955
2021-12-18 09:00:00,10.0901,5.450000000000001,23.308131,10358.610564509738,3157.3045000625684
2021-12-18 10:00:00,10.1004,5.450000000000001,23.331924,10358.610936360416,3157.304613402655
2021-12-18 11:00:00,10.0945,5.450000000000001,23.318295000000003,10358.589171733609,3157.2979795444044
2021-12-18 12:00:00,10.0901,5.450000000000001,23.308131,10358.606532378908,3157.303271069092
2021-12-18 13:00:00,10.0827,5.450000000000001,23.291037000000006,10358.58584781993,3157.2969664155153
2021-12-18 14:00:00,10.0768,5.450000000000001,23.277407999999998,10358.607745282385,3157.3036407620707
2021-12-18 15:00:00,10.0782,5.450000000000001,23.280642000000004,10358.596715173542,3157.3002787848964
2021-12-18 16:00:00,10.0811,5.450000000000001,23.287341,10358.619993189352,3157.307373924115
2021-12-18 17:00:00,10.0827,5.450000000000001,23.291037000000006,10358.640268205168,3157.3135537489347
2021-12-18 18:00:00,10.0871,5.450000000000001,23.301201000000002,10358.63792100276,3157.3128383216413
2021-12-18 19:00:00,10.0842,5.450000000000001,23.294502,10358.618345053968,3157.30687157245
2021-12-18 20:00:00,10.0856,5.450000000000001,23.297735999999997,10358.626882376488,3157.3094737483534
2021-12-18 21:00:00,10.0856,5.450000000000001,23.297735999999997,10358.617774399549,3157.306697636982
2021-12-18 22:00:00,10.0887,5.450000000000001,23.304897,10358.626130765766,3157.3092446574046
2021-12-18 23:00:00,10.0887,5.450000000000001,23.304897,10358.619346616435,3157.3071768486907
